18:03:53.506 [main] INFO  com.hcl.gim.baseutil.BaseTest - 
18:03:53.513 [main] INFO  com.hcl.gim.baseutil.BaseTest - Running locally JavaMail
18:03:53.619 [main] INFO  com.hcl.gim.baseutil.BaseTest - Folder creation for Extent
18:03:53.636 [main] INFO  com.hcl.gim.baseutil.BaseTest - ExtentDir:-C:\HCL-GIM-Harsha\GIM-App-Harsha1/reports/Automation Report- 02_26_2021_18_03_53/Report/02_26_2021_18_03_53
18:03:53.822 [main] INFO  com.hcl.gim.baseutil.BaseTest - Report Initiated
18:03:53.826 [main] INFO  com.hcl.gim.baseutil.BaseTest - Screenshot folder created
18:03:59.353 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0011 - Chrome Browser is launched
18:04:01.661 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0011 - Expected text : Log in. is matching with the : Log in. text in the application 
18:04:01.662 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0011 - Log In page is displayed
18:04:01.662 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0011 - Enter the value into User Id text box
18:04:01.878 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0011 - 51341084 typed into User Id text box
18:04:01.879 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0011 - Enter the value into Password text box
18:04:02.137 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0011 - GIM@123# typed into Password text box
18:04:02.139 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0011 - Validate Login button is clickable
18:04:07.092 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0011 - Clicked on : Login button
18:04:07.808 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0011 - Employee-Log in is successfull
18:04:07.916 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0011 - Expected text : HR Partner Manual is matching with the : HR Partner Manual text in the application 
18:04:07.917 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0011 - HR Partner Manual popup is displayed
18:04:07.917 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0011 - Validate Close button on HCL Banner is clickable
18:04:08.143 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0011 - Clicked on : Close button on HCL Banner
18:04:08.326 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0011 - My Claims page is displayed, url= https://staging.myhcl.com/GIM/Home/Index, title= Home Page
18:04:08.339 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0011 - Role: Employee
18:04:08.339 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0011 - Validate New Request button is clickable
18:04:08.531 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0011 - Clicked on : New Request button
18:04:09.160 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0011 - Select Input Type pop up is displayed
18:04:09.160 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0011 - Validate Child Education Allowance button is clickable
18:04:10.087 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0011 - Clicked on : Child Education Allowance button
18:04:10.199 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0011 - Child Education Allowance Page is displayed
18:04:10.314 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0011 - Expected attribute value : btn active is matching with the actual attribute value : btn active of one time registration
18:04:10.314 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0011 - OneTimeRegistration is selected by default
18:04:10.315 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0011 - Validate Child Name dropdown is clickable
18:04:10.739 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0011 - Clicked on : Child Name dropdown
18:04:10.758 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0011 - Validate Ramesh is clickable
18:04:10.912 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0011 - Clicked on : Ramesh
18:04:10.968 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0011 - Expected attribute value : selected is matching with the actual attribute value : selected of ChildName
18:04:10.969 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0011 - Ramesh is Selected as childname
18:04:11.992 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0011 - Validate 2020 - 2021 is clickable
18:04:12.151 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0011 - Clicked on : 2020 - 2021
