12:03:23.220 [main] INFO  com.hcl.gim.baseutil.BaseTest - 
12:03:23.229 [main] INFO  com.hcl.gim.baseutil.BaseTest - Running locally JavaMail
12:03:23.385 [main] INFO  com.hcl.gim.baseutil.BaseTest - Folder creation for Extent
12:03:23.409 [main] INFO  com.hcl.gim.baseutil.BaseTest - ExtentDir:-C:\HCL-GIM-Harsha\GIM-App-Harsha1/reports/Automation Report- 02_12_2021_12_03_23/Report/02_12_2021_12_03_23
12:03:23.605 [main] INFO  com.hcl.gim.baseutil.BaseTest - Report Initiated
12:03:23.609 [main] INFO  com.hcl.gim.baseutil.BaseTest - Screenshot folder created
12:03:30.680 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0001 - Chrome Browser is launched
12:03:31.936 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0001 - Expected text : Log in. is matching with the : Log in. text in the application 
12:03:31.936 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0001 - Log In page is displayed
12:03:31.936 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0001 - Enter the value into User Id text box
12:03:32.273 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0001 - 40155497 typed into User Id text box
12:03:32.274 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0001 - Enter the value into Password text box
12:03:32.560 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0001 - GIM@123# typed into Password text box
12:03:32.561 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0001 - Validate Login button is clickable
12:03:44.357 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0001 - Clicked on : Login button
12:03:45.126 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0001 - Employee-Log in is successfull
12:03:45.217 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0001 - Expected text : HR Partner Manual is matching with the : HR Partner Manual text in the application 
12:03:45.217 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0001 - HR Partner Manual popup is displayed
12:03:45.218 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0001 - Validate Close button on HCL Banner is clickable
12:03:45.407 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0001 - Clicked on : Close button on HCL Banner
12:03:45.553 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0001 - My Claims page is displayed, url= https://staging.myhcl.com/GIM/Home/Index, title= Home Page
12:03:45.566 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0001 - Role: Employee
12:03:45.567 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0001 - Validate New Request button is clickable
12:03:45.802 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0001 - Clicked on : New Request button
12:03:46.429 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0001 - Select Input Type pop up is displayed
12:03:46.429 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0001 - Validate Child Education Allowance button is clickable
12:03:47.438 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0001 - Clicked on : Child Education Allowance button
12:03:47.540 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0001 - Child Education Allowance Page is displayed
12:03:47.630 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0001 - Expected attribute value : btn active is matching with the actual attribute value : btn active of one time registration
12:03:47.630 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0001 - OneTimeRegistration is selected by default
12:03:47.631 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0001 - Validate Child Name dropdown is clickable
12:03:48.080 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0001 - Clicked on : Child Name dropdown
12:03:48.099 [main] INFO  com.hcl.gim.testscripts.child_education.TYSS_GIM_CEA_0001 - Validate Ramesh is clickable
