05:12:50.629 [main] INFO  com.hcl.gim.baseutil.BaseTest - 
05:12:50.640 [main] INFO  com.hcl.gim.baseutil.BaseTest - Running locally JavaMail
05:12:50.765 [main] INFO  com.hcl.gim.baseutil.BaseTest - Folder creation for Extent
05:12:50.812 [main] INFO  com.hcl.gim.baseutil.BaseTest - ExtentDir:-C:\HCL-GIM-Harsha\GIM-App-Harsha1/reports/Automation Report- 02_26_2021_05_12_50/Report/02_26_2021_05_12_50
05:12:50.969 [main] INFO  com.hcl.gim.baseutil.BaseTest - Report Initiated
05:12:50.969 [main] INFO  com.hcl.gim.baseutil.BaseTest - Screenshot folder created
05:12:56.727 [main] INFO  com.hcl.gim.testscripts.exgratia_language_allowance.TYSS_GIM_ELA_0016 - Chrome Browser is launched
05:12:57.419 [main] INFO  com.hcl.gim.testscripts.exgratia_language_allowance.TYSS_GIM_ELA_0016 - Expected text : Log in. is matching with the : Log in. text in the application 
05:12:57.419 [main] INFO  com.hcl.gim.testscripts.exgratia_language_allowance.TYSS_GIM_ELA_0016 - Log In page is displayed
05:12:57.419 [main] INFO  com.hcl.gim.testscripts.exgratia_language_allowance.TYSS_GIM_ELA_0016 - Enter the value into User Id text box
05:12:57.667 [main] INFO  com.hcl.gim.testscripts.exgratia_language_allowance.TYSS_GIM_ELA_0016 - 40136083 typed into User Id text box
05:12:57.667 [main] INFO  com.hcl.gim.testscripts.exgratia_language_allowance.TYSS_GIM_ELA_0016 - Enter the value into Password text box
05:12:57.875 [main] INFO  com.hcl.gim.testscripts.exgratia_language_allowance.TYSS_GIM_ELA_0016 - GIM@123# typed into Password text box
05:12:57.876 [main] INFO  com.hcl.gim.testscripts.exgratia_language_allowance.TYSS_GIM_ELA_0016 - Validate Login button is clickable
05:12:59.248 [main] INFO  com.hcl.gim.testscripts.exgratia_language_allowance.TYSS_GIM_ELA_0016 - Clicked on : Login button
05:12:59.906 [main] INFO  com.hcl.gim.testscripts.exgratia_language_allowance.TYSS_GIM_ELA_0016 - GEO HR-Log in is successfull
05:12:59.976 [main] INFO  com.hcl.gim.testscripts.exgratia_language_allowance.TYSS_GIM_ELA_0016 - Expected text : HR Partner Manual is matching with the : HR Partner Manual text in the application 
